"group","album","id","First_.lp._release","release_date","month","Selfdetermination","style","language","language_2nd","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","City","sex","region","longList","shortList","Название.трека","audio","image","ID.на.сайту.Аристократов","Ссылка.на.группу","listen","isaudio","aprize"
"Andrey Chmut","Smoothability","sing1","*","02.07.2019","jul","jazz","jazz","немає","","*","","","*","","","","","Київ","чоловіча","Київ",1,1,"Moving Forward","Andrey_Chmut_ Moving Forward.m4a","https://images-na.ssl-images-amazon.com/images/I/710YwOmMLQL._SL1400_.jpg",20185,"https://www.facebook.com/andrey.chmut.3","https://itunes.apple.com/ru/album/smoothability/1388690133","yes","short list"
"Atomic Simao","Levitation Loom Four","sing2","","22.12.2019","dec","psychedelic jazz, instrumental","jazz","англійська","","*","*","*","","*","*","*","*","Київ","чоловіча","Київ",1,1,"Paper Towers","Atomic_Simao_Paper_Towers.mp3","https://karabas.live/wp-content/uploads/2018/12/47345209_369567920464006_630201534889590784_n.jpg",20187,"https://www.facebook.com/AtomicSimao/?eid=ARDDG--hd76BelOceMI0olGWfYMkPSOy30X5i93LC9-2dOezOU2__IvPG7FiNBGjrqNypHfQLO8EyJLS","https://atomicsimao.bandcamp.com/album/levitation-loom-four","yes","short list"
"Freel","Спалах","sing3","","19.11.2019","nov","rap","hip hop & rap","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,1,"Хочеш приїду","Freel_Хочеш_приїду.mp3","https://notatky.com.ua/wp-content/uploads/spalah-400.jpg",20213,"https://www.facebook.com/me.freel/","https://soundcloud.com/me-freel/sets/freel-spalah","yes","short list"
"Jamala","Крила","sing4","","23.11.2019","nov","pop","pop","мікс","eng","*","*","","*","*","*","","*","Київ","жіноча","Київ",1,1,"Hvili","Jamala_Hvili.mp3","https://yt3.ggpht.com/a-/AN66SAyal4UOP_mRAWdQ9PsZaopKiTWmno-UpC59xA=s900-mo-c-c0xffffffff-rj-k-no",20230,"https://www.facebook.com/jamalaofficial/","https://itunes.apple.com/ua/album/%D0%BA%D1%80%D0%B8%D0%BB%D0%B0/1437159875?l=ru","yes","short list"
"KRUTЬ","Live Concert With Chamber Orchestra","sing5","","19.10.2019","oct","","indie","мікс","eng","*","","","*","","","","","Київ","жіноча","Київ",1,1,"Last Night (Live Orchestra)","KRUTЬ_Last_Night.mp3","https://cdns-images.dzcdn.net/images/cover/65781a196af84a8b8b24bb2509ecd52e/200x200-000000-80-0-0.jpg",20364,"https://www.facebook.com/bandurakrut/","https://play.google.com/store/music/album/KRUT%D0%AC_Live_Concert_With_Chamber_Orchestra?id=Bct5uphaqmky44no3ba7z2j7j74","yes","short list"
"LATEXFAUNA","Ajahuaska","sing6","","11.05.2019","may","indie pop","indie","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,1,"Australia","Latexfauna_Australia.mp3","https://images.genius.com/18bec85e198cec2eea3869cfaea3ce85.600x600x1.jpg",20245,"https://www.facebook.com/latexfauna/","https://www.deezer.com/en/album/62151552","yes","short list"
"LAUD","Музика","sing7","*","23.10.2019","oct","","pop","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,1,"Muzika","LAUD_Muzika.mp3","https://toloka.to/photos/181025122857804752_f0_0.jpg",20246,"https://www.facebook.com/laudenjoy/?ref=br_rs","https://soundcloud.com/enjoylaud/sets/music","yes","short list"
"ONUKA","MOZAЇKA","sing8","","22.03.2019","mar","electronic","electronic","мікс","eng","*","*","","*","*","*","*","*","Київ","мікс","Київ",1,1,"ANIMAL","Onuka_ANIMAL.mp3","https://i1.sndcdn.com/artworks-000321441057-5qvvj7-t500x500.jpg",20261,"https://www.facebook.com/onuka.official/","https://soundcloud.com/onukaofficial/sets/onuka-mozaika","yes","short list"
"YUKO","DURA?","sing9","","28.11.2019","nov","electronic","electronic","мікс","рос","*","*","","*","*","*","*","*","Київ","мікс","Київ",1,1,"YARYNO","YUKO_YARYNO.mp3","https://i1.sndcdn.com/artworks-000448515327-59b3vv-t500x500.jpg",20306,"https://www.facebook.com/yukoUA/","https://soundcloud.com/masterskayalab/sets/yuko-dura","yes","short list"
"Вагоновожатые","Референс","sing10","","18.11.2019","nov","dans/electro","electronic","мікс","укр","*","*","*","*","*","*","*","*","Київ","чоловіча","Київ",1,1,"Chelovecheskie slabosti","Vagonovozhatyie_Chelovecheskie_slabosti.mp3","https://www.buro247.ua/thumb/670x830_0/images/2018/11/vagonovozhatye-reference-album-3.jpg",20313,"https://www.facebook.com/vagonodrivers/","https://itunes.apple.com/ua/album/%D1%80%D0%B5%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%81/1441136499","yes","short list"
"2sleepy","For The Next Day","sing11","","22.11.2019","nov","electronic","electronic","немає","","*","*","","*","*","*","*","*","Київ Krakow Brooklyn","чоловіча","Київ",1,NA,"A Driver for the Night","2sleepy_A_Driver_for_the_Night.mp3","https://liroom.com.ua/wp-content/uploads/2018/11/2-2-500x500.jpg",20354,"https://www.facebook.com/2sleepy.band/","https://soundcloud.com/2sleepy/sets/2sleepy-for-the-next-day-private","yes","long list"
"2sleepy","For The Next Day","sing12","","22.11.2019","nov","electronic","electronic","немає","","*","*","","*","*","*","*","*","Київ Krakow Brooklyn","чоловіча","Закордон",1,NA,"A Driver for the Night","2sleepy_A_Driver_for_the_Night.mp3","https://liroom.com.ua/wp-content/uploads/2018/11/2-2-500x500.jpg",20354,"https://www.facebook.com/2sleepy.band/","https://soundcloud.com/2sleepy/sets/2sleepy-for-the-next-day-private","yes","long list"
"Advokaty","23:45","sing13","*","30.03.2019","mar","alternative rock","rock","російська","","*","*","*","","*","*","*","*","Київ","мікс","Київ",1,NA,"23:45","Advokaty_23_45.mp3","https://rock.ua/rockdb/i/cd/full/1050-2345.jpg",20181,"https://www.facebook.com/advokaty.official/","https://soundcloud.com/advokaty/sets/2345album","yes","long list"
"Aero Benin","Aero Benin","sing14","*","07.09.2019","sep","psychedelic pop","indie","мікс","fr","*","*","*","*","*","*","*","*","Київ","чоловіча","Київ",1,NA,"Sun Always Rise","Aero_Benin_Sun_Always_Rise.mp3","https://f4.bcbits.com/img/0014279796_10.jpg",20182,"https://www.facebook.com/aerobenin/","https://aerobenin.bandcamp.com/album/aero-benin","yes","long list"
"Andrey Chmut","Smoothability","sing15","*","02.07.2019","jul","jazz","jazz","немає","","*","","","*","","","","","Київ","чоловіча","Київ",1,1,"Moving Forward","Andrey_Chmut_ Moving Forward.m4a","https://images-na.ssl-images-amazon.com/images/I/710YwOmMLQL._SL1400_.jpg",20185,"https://www.facebook.com/andrey.chmut.3","https://itunes.apple.com/ru/album/smoothability/1388690133","yes","long list"
"Anna Mia Quintet","Miasophy","sing16","*","16.11.2019","nov","new jazz","jazz","мікс","укр","*","","*","*","*","*","","*","Київ","жіноча","Київ",1,NA,"Anna Mia Quintet - Character","Anna_Mia_Quintet_Character.mp3","https://fancymusic.ru/wp-content/uploads/2012/12/Cover50080.jpg",20362,"https://www.facebook.com/annamiamusic","https://itunes.apple.com/ru/album/miasophy/1439603670","yes","long list"
"Anton Belov","Piano Works I","sing17","*","30.11.2019","nov","instrumental","instrumental","немає","","*","","*","*","*","*","*","*","Київ","чоловіча","Київ",1,NA,"Woven","Anton_Belov_Woven.mp3","https://f4.bcbits.com/img/a1868104046_16.jpg",20310,"https://www.facebook.com/antonbelovmusic/","https://antonbelov.bandcamp.com/album/piano-works-i","yes","long list"
"Atomic Simao","Levitation Loom Four","sing18","","22.12.2019","dec","psychedelic jazz, instrumental","jazz","англійська","","*","*","*","","*","*","*","*","Київ","чоловіча","Київ",1,1,"Paper Towers","Atomic_Simao_Paper_Towers.mp3","https://karabas.live/wp-content/uploads/2018/12/47345209_369567920464006_630201534889590784_n.jpg",20187,"https://www.facebook.com/AtomicSimao/?eid=ARDDG--hd76BelOceMI0olGWfYMkPSOy30X5i93LC9-2dOezOU2__IvPG7FiNBGjrqNypHfQLO8EyJLS","https://atomicsimao.bandcamp.com/album/levitation-loom-four","yes","long list"
"Balaklava Blues","FLY","sing19","*","31.12.2019","dec","EDM guerrilla-folk","ethno","мікс","eng","","*","","","","","","","Toronto","мікс","Закордон",1,NA,"","","https://l.facebook.com/l.php?u=https%3A%2F%2Fnotatky.com.ua%2Fwp-content%2Fuploads%2Ffly-400.jpg%3Ffbclid%3DIwAR1I-q5tJSSTEvcIE5qkhiLQYxN9-Tv6fRxdtF00nHQrIZDNVPzE12wYtqU&h=AT1sUxYCFrS_DW_q0-TcigX63pxuXqI37_bjECuRu_2_8pNCSdPOr0c25tZ_W1cyXdGAvUyx-8_l-AjrwXHkFvA9uTE1FPP2oL5YGNvPpN1Po2SElZZ9yWTt0xAjmg",20407,"https://www.facebook.com/balaklavablues/?ref=br_rs","https://soundcloud.com/user-160332128/sets/fly","","long list"
"Banned society","Candy","sing20","","16.03.2019","mar","hip hop","electronic","англійська","","*","*","","*","*","*","","*","Дніпро","чоловіча","Центр",1,NA,"No My Faces (feat. Marzena Slowik)","banned_society_No_My_Faces.mp3","https://images-na.ssl-images-amazon.com/images/I/51kxZ2uCB%2BL._SS500.jpg",20188,"https://www.facebook.com/bannedsociety/","https://soundcloud.com/awsm_music/sets/candy","yes","long list"
"Blooms Corda","Fog Lavender","sing21","","28.10.2019","oct","funk, jazz, indie","indie","українська","","*","*","","*","*","*","","","Київ","чоловіча","Київ",1,NA,"Moya california","Blooms_Corda_Moya_california.mp3","https://i1.sndcdn.com/avatars-000527218128-mqm07c-t500x500.jpg",20190,"https://www.facebook.com/bloomscorda/","https://soundcloud.com/blooms-corda/sets/fog-lavender-2018","yes","long list"
"Cancel band & DJ Shon","Movement","sing22","","09.08.2019","aug","instrumental hip-hop","hip hop & rap","англійська","","*","*","*","*","*","*","*","*","Львів","чоловіча","Захід",1,NA,"Dust","The_Cancel_&_DJ_Shon_Dust.mp3","https://f4.bcbits.com/img/a1376510507_16.jpg",20195,"https://www.facebook.com/TheCancel/","https://thecancelmusic.bandcamp.com/album/movement","yes","long list"
"Cape Cod","Echoes","sing23","","28.09.2019","sep","electronic house","electronic","англійська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,NA,"Echo 3","Cape_Cod_Echo_3.mp3","https://i1.sndcdn.com/artworks-000412022217-rrqn5f-t500x500.jpg",20196,"https://www.facebook.com/capecodband/","https://play.google.com/store/music/album/Cape_Cod_Echoes?id=Bvxmwjkwyzq6sjdmk6qw73stweq","yes","long list"
"CEPASA","Dark Beauty","sing24","","05.11.2019","nov","Electronic","electronic","англійська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,NA,"Dark Beauty","Cepasa - Dark Beauty","https://toloka.to/photos/181220211919804752_f0_0.jpg",20197,"https://www.facebook.com/cepasaofficial/","https://soundcloud.com/cepasa/sets/dark-beauty-2018","yes","long list"
"DaKooka","Герой","sing25","","01.06","jun","trip hop","electronic","російська","","*","*","","*","*","*","*","*","Чернівці","жіноча","Захід",1,NA,"Герой","daKooka_Герой.mp3","https://s.mxmcdn.net/images-storage/albums4/0/0/5/1/2/2/40221500_350_350.jpg",20200,"https://www.facebook.com/dakooka/","https://www.deezer.com/en/album/67055972","yes","long list"
"Dark Side Trio","Old Bookcase","sing26","*","13.03.2019","mar","jazz","jazz","немає","","*","","*","*","*","*","*","*","Дніпро","чоловіча","Центр",1,NA,"City of the Large Squares","Dark_Side_Trio_City_of_the_Large_Squares.mp3","https://kyiv-online.net/wp-content/uploads/2018/05/afisha-kyiv-space-mk-dark-side-trio.jpg",20202,"https://www.facebook.com/trioDarkSide/","https://itunes.apple.com/ua/album/old-bookcase/1358849923?l=ru","yes","long list"
"Freel","Спалах","sing27","","19.11.2019","nov","rap","hip hop & rap","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,1,"Хочеш приїду","Freel_Хочеш_приїду.mp3","https://notatky.com.ua/wp-content/uploads/spalah-400.jpg",20213,"https://www.facebook.com/me.freel/","https://soundcloud.com/me-freel/sets/freel-spalah","yes","long list"
"Gamardah Fungus","Crossing The Wasteland","sing28","","01.11.2019","nov","Ambient / Drone / Noir","avant-garde","немає","","","*","*","*","*","*","*","*","Дніпро","чоловіча","Центр",1,NA,"Smoke over Domes","Gamardah_Fungus_Smoke_over_Domes.mp3","https://f4.bcbits.com/img/a2531966832_16.jpg",20215,"https://www.facebook.com/GamardahFungus","https://gamardahfungus.bandcamp.com/?fbclid=IwAR3ctGdSIZPtH-wCj-HH1bFatczYY7ZZI9J4K_PbHINJzHhhT8lP7JZSQEI","yes","long list"
"Heinali","Iridescent","sing29","","12.10.2019","oct","Ambient, electronic","electronic","немає","","*","","*","*","","*","*","*","Київ","чоловіча","Київ",1,NA,"Iridescent","Heinali_Iridescent.mp3","https://assets.boomkat.com/spree/products/533512/large/192562903995.jpg",20223,"https://www.facebook.com/heinali/","https://itunes.apple.com/us/album/iridescent/1435071964","yes","long list"
"Hudaki Village Band","YO!","sing30","","28.01.2019","jan","ethno, folk","ethno","українська","","*","*","*","*","*","*","*","*","Нижнє селище","мікс","Захід",1,NA,"From Khust to Sighet","Hudaki_village_band_From_Khust_to_Sighet.mp3","https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/a4/da/55/a4da55bb-08af-86ae-545c-e2d71baa64c9/193428262881.jpg/626x0w.jpg",20224,"https://www.facebook.com/hudakivillageband/","https://hudakivillageband.bandcamp.com/releases","yes","long list"
"Indytronics (INDT)","Palace","sing31","","15.05.2019","may","alternative","indie","англійська","","*","*","","*","","","*","","Київ","чоловіча","Київ",1,NA,"Savannah Only Temple","INDT_Savannah_Only_Temple.mp3","https://www.neformat.com.ua/images/imagecache/material_680w/releases/42140103642_44c33eeefb_o.jpg",20225,"https://www.facebook.com/doyouknowindt","https://itunes.apple.com/ua/album/palace/1386327463?l=ru","yes","long list"
"Jamala","Крила","sing32","","23.11.2019","nov","pop","pop","мікс","eng","*","*","","*","*","*","","*","Київ","жіноча","Київ",1,1,"Hvili","Jamala_Hvili.mp3","https://yt3.ggpht.com/a-/AN66SAyal4UOP_mRAWdQ9PsZaopKiTWmno-UpC59xA=s900-mo-c-c0xffffffff-rj-k-no",20230,"https://www.facebook.com/jamalaofficial/","https://itunes.apple.com/ua/album/%D0%BA%D1%80%D0%B8%D0%BB%D0%B0/1437159875?l=ru","yes","long list"
"Jinjer","Cloud Factory","sing33","","16.02","feb","Groove metal","metal","мікс","рос","*","*","*","*","*","*","*","*","Донецьк","мікс","Схід",1,NA,"Bad Water","Jinjer_Bad_Water.mp3","https://images.genius.com/bc6a0e3c5666c1feb8b498c5398bfe7e.700x700x1.jpg",20231,"https://www.facebook.com/JinjerOfficial/","https://itunes.apple.com/ru/album/cloud-factory/1323278426","yes","long list"
"King Imagine","Femininho","sing34","","11.10.2019","oct","Experimental","avant-garde","мікс","рос","","","*","","","","*","","Київ","чоловіча","Київ",1,NA,"Femininho","King_Imagine_Femininho.mp3","https://3.bp.blogspot.com/-2VEu6EPLlSg/W9gunNsKBHI/AAAAAAAAFTY/V615SBUgnw0iXzE1tEdCnOlp8ZECx-X2gCLcBGAs/s400/%25D0%25BC%25D1%2583%25D0%25B7%25D1%258B%25D0%25BA%25D0%25B0.jpg",20236,"https://www.facebook.com/King-Imagine-aka-Bass-Assassin-173298599390330/","https://skprecords.bandcamp.com/album/king-imagine-femininho","yes","long list"
"KRUTЬ","Live Concert With Chamber Orchestra","sing35","","19.10.2019","oct","","indie","мікс","eng","*","","","*","","","","","Київ","жіноча","Київ",1,1,"Last Night (Live Orchestra)","KRUTЬ_Last_Night.mp3","https://cdns-images.dzcdn.net/images/cover/65781a196af84a8b8b24bb2509ecd52e/200x200-000000-80-0-0.jpg",20364,"https://www.facebook.com/bandurakrut/","https://play.google.com/store/music/album/KRUT%D0%AC_Live_Concert_With_Chamber_Orchestra?id=Bct5uphaqmky44no3ba7z2j7j74","yes","long list"
"Kurs Valüt","Veselo","sing36","*","13.11.2019","nov","Синтетичні інсинуації","electronic","українська","","*","","*","*","*","*","*","*","Дніпро","чоловіча","Центр",1,NA,"Veselo","Kurs_Valut_Veselo.mp3","https://www.neformat.com.ua/images/imagecache/material_680w/news/a1880907266_10.jpg",20243,"https://www.facebook.com/gurtkursvalut/","https://pincet.bandcamp.com/album/veselo?fbclid=IwAR2uq0kFNmROvXrnlNv1JxJMKryzeyq7hnIJ4pDkQH7Hlt2QvKEau2QIhAE","yes","long list"
"LATEXFAUNA","Ajahuaska","sing37","","11.05.2019","may","indie pop","indie","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,1,"Australia","Latexfauna_Australia.mp3","https://images.genius.com/18bec85e198cec2eea3869cfaea3ce85.600x600x1.jpg",20245,"https://www.facebook.com/latexfauna/","https://www.deezer.com/en/album/62151552","yes","long list"
"LAUD","Музика","sing38","*","23.10.2019","oct","","pop","українська","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,1,"Muzika","LAUD_Muzika.mp3","https://toloka.to/photos/181025122857804752_f0_0.jpg",20246,"https://www.facebook.com/laudenjoy/?ref=br_rs","https://soundcloud.com/enjoylaud/sets/music","yes","long list"
"Lyudska Podoba","Volnydorozhkibarashki","sing39","*","28.09.2019","sep","Experimental electronic pop","avant-garde","специфічна","","*","*","*","*","*","*","*","*","Київ","мікс","Київ",1,NA,"Illuzii Svoi","Lyudska_Podoba_Illuzii_Svoi.mp3","https://f4.bcbits.com/img/a3570139740_16.jpg",20249,"https://www.facebook.com/LyudskaPodoba/","https://itunes.apple.com/ua/album/volnydorozhkibarashki/1437747002?i=1437747225","yes","long list"
"ONUKA","MOZAЇKA","sing40","","22.03.2019","mar","electronic","electronic","мікс","eng","*","*","","*","*","*","*","*","Київ","мікс","Київ",1,1,"ANIMAL","Onuka_ANIMAL.mp3","https://i1.sndcdn.com/artworks-000321441057-5qvvj7-t500x500.jpg",20261,"https://www.facebook.com/onuka.official/","https://soundcloud.com/onukaofficial/sets/onuka-mozaika","yes","long list"
"Postman","Everything is New","sing41","","09.07","jul","indie folk","country","мікс","укр","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,NA,"Like a Child","Postman_Like_a_Child.mp3","https://img.the-village.com.ua/the-village.com.ua/post_image-image/LuxoslUMWVhsFs1mleTjGw-article.jpg",20268,"https://www.facebook.com/postmansings/","https://soundcloud.com/postmanplays/sets/everything-is-new-lp-2018","yes","long list"
"r.roo","Delicate reflex part 3","sing42","","31.07.2019","jul","electronic","electronic","російська","","*","","*","*","*","*","*","*","Київ","чоловіча","Київ",1,NA,"Incident with the Man Who Carries a Case","R.roo_Incident_with_the_Man_Who_Carries_a_Case.mp3","https://f4.bcbits.com/img/a1227643159_10.jpg",20370,"https://www.facebook.com/rroo.idm/","https://rroo.bandcamp.com/album/delicate-reflex-part-3","yes","long list"
"Stoned Jesus","Pilgrims","sing43","","07.09.2019","sep","rock","rock","англійська","","*","*","*","*","*","*","*","*","Київ","чоловіча","Київ",1,NA,"Thessalia","Stoned_Jesus_Thessalia.mp3","https://f4.bcbits.com/img/a1224613244_10.jpg",20289,"https://www.facebook.com/stonedjesusband/","https://itunes.apple.com/us/album/pilgrims/1403423847","yes","long list"
"The Orchestra Of Mirrored Reflections","Narrow Escape","sing44","","25.04.2019","apr","Dark Jazz","jazz","немає","","","","*","","","","","","Дніпро","мікс","Центр",1,NA,"","","https://f4.bcbits.com/img/a3108677677_16.jpg",20293,"https://www.facebook.com/TheOrchestraOfMirroredReflections","https://joltai.bandcamp.com/album/narrow-escape","","long list"
"Voin Oruwu","Big Space Adventure","sing45","*","15.05.2019","may","electronic","electronic","немає","","","*","","","","","","","Київ","чоловіча","Київ",1,NA,"","","https://imagesaws.juno.co.uk/300/CS686272-01A-MED.jpg",20300,"https://www.facebook.com/oruwu/?ref=py_c&eid=ARCpBhg5CJ2Y6S8Fiu7LgnGJp-5pQ4bvFGgaYUYQ84C0KCO7HY8rXF2a-oETFctZZzdX5emEIdrH54Hc","https://soundcloud.com/privatepersons/privatepersons007","","long list"
"Woo York","Chasing The Dream","sing46","","04.05.2019","may","electronic","electronic","немає","","*","*","","*","*","*","*","*","Київ","чоловіча","Київ",1,NA,"Second Breath","Woo_York_Second_Breath.mp3","https://scontent.fiev18-1.fna.fbcdn.net/v/t1.0-9/31948851_1255898851206785_3604929633952202752_n.jpg?_nc_cat=109&_nc_ht=scontent.fiev18-1.fna&oh=5396ec8146018e3cea35257c3e08231e&oe=5C9BF19F",20304,"https://www.facebook.com/woo.york.official/","https://soundcloud.com/woo-york/sets/chasing-the-dream-lp","yes","long list"
"YUKO","DURA?","sing47","","28.11.2019","nov","electronic","electronic","мікс","рос","*","*","","*","*","*","*","*","Київ","мікс","Київ",1,1,"YARYNO","YUKO_YARYNO.mp3","https://i1.sndcdn.com/artworks-000448515327-59b3vv-t500x500.jpg",20306,"https://www.facebook.com/yukoUA/","https://soundcloud.com/masterskayalab/sets/yuko-dura","yes","long list"
"Yuriy Seredin","Asylum Search","sing48","*","12.11.2019","nov","Jazz","jazz","немає","","*","","","*","*","*","*","*","Київ","чоловіча","Київ",1,NA,"Asylum Search","Yuriy_Seredin_Asylum_Search.mp3","https://images-na.ssl-images-amazon.com/images/I/61avmspP3eL._SS500.jpg",20307,"https://www.facebook.com/yuriy.seredin","https://itunes.apple.com/de/album/asylum-search-feat-ben-van-gelder-igor-spallati-igor-osypov/1442107261?l=en&fbclid=IwAR3Tu9qVLDA0ARyxy6RfceNz9-rRd1lojxIsbdWiH-9jpcIRHx1bqKtMYiE","yes","long list"
"ZAVOLOKA","Promeni","sing49","","24.09.2019","sep","Electronica","avant-garde","немає","","*","*","*","","*","","*","","Vienna","жіноча","Закордон",1,NA,"","","https://f4.bcbits.com/img/a1015221388_10.jpg",20308,"https://www.facebook.com/Zavoloka.Official/","https://shop.zavoloka.com/album/promeni","","long list"
"Вагоновожатые","Референс","sing50","","18.11.2019","nov","dans/electro","electronic","мікс","укр","*","*","*","*","*","*","*","*","Київ","чоловіча","Київ",1,1,"Chelovecheskie slabosti","Vagonovozhatyie_Chelovecheskie_slabosti.mp3","https://www.buro247.ua/thumb/670x830_0/images/2018/11/vagonovozhatye-reference-album-3.jpg",20313,"https://www.facebook.com/vagonodrivers/","https://itunes.apple.com/ua/album/%D1%80%D0%B5%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%81/1441136499","yes","long list"
"Луи Франк","Атлантида","sing51","*","31.01.2019","jan","pop","pop","російська","","*","*","","*","*","*","*","*","Zurich, Київ","чоловіча","Київ",1,NA,"Перекрестки (feat. Дина Корзун & Илья Галушко)","Луи_Франк_Перекрестки.mp3","https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/a3/0c/01/a30c0189-0a5c-c9de-79ae-a1720bad1298/5060268290037.jpg/268x0w.jpg",20332,"https://www.facebook.com/louisfranck.official/","https://itunes.apple.com/ua/album/%D0%BB%D1%83%D0%B8-%D1%84%D1%80%D0%B0%D0%BD%D0%BA-%D0%B0%D1%82%D0%BB%D0%B0%D0%BD%D1%82%D0%B8%D0%B4%D0%B0-feat-%D0%B4%D0%B8%D0%BD%D0%B0-%D0%BA%D0%BE%D1%80%D0%B7%D1%83%D0%BD-%D0%B8%D0%BB%D1%8C%D1%8F-%D0%B3%D0%B0%D0%BB%D1%83%D1%88%D0%BA%D0%BE/1343628387?l=ru","yes","long list"
"Луи Франк","Атлантида","sing52","*","31.01.2019","jan","pop","pop","російська","","*","*","","*","*","*","*","*","Zurich, Київ","чоловіча","Закордон",1,NA,"Перекрестки (feat. Дина Корзун & Илья Галушко)","Луи_Франк_Перекрестки.mp3","https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/a3/0c/01/a30c0189-0a5c-c9de-79ae-a1720bad1298/5060268290037.jpg/268x0w.jpg",20332,"https://www.facebook.com/louisfranck.official/","https://itunes.apple.com/ua/album/%D0%BB%D1%83%D0%B8-%D1%84%D1%80%D0%B0%D0%BD%D0%BA-%D0%B0%D1%82%D0%BB%D0%B0%D0%BD%D1%82%D0%B8%D0%B4%D0%B0-feat-%D0%B4%D0%B8%D0%BD%D0%B0-%D0%BA%D0%BE%D1%80%D0%B7%D1%83%D0%BD-%D0%B8%D0%BB%D1%8C%D1%8F-%D0%B3%D0%B0%D0%BB%D1%83%D1%88%D0%BA%D0%BE/1343628387?l=ru","yes","long list"
"Луна","Заколдованные сны","sing53","","24.10.2019","oct","pop","pop","російська","","*","*","","*","*","*","*","*","Київ","жіноча","Київ",1,NA,"Спящая красавица","Luna_Спящая_красавица.mp3","https://t2.genius.com/unsafe/300x300/https%3A%2F%2Fimages.genius.com%2Feb6497928c8e7da2cb4d153126410f01.1000x1000x1.jpg",20333,"https://www.facebook.com/lunavokne/","https://itunes.apple.com/ua/album/%D0%B7%D0%B0%D0%BA%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D1%81%D0%BD%D1%8B/1439087437?app=music&ign-mpt=uo%3D4","yes","long list"
"Любомир Мельник","Fallen Trees","sing54","","07.12.2019","dec","","instrumental","немає","","*","*","*","*","*","*","*","*","Kingston","чоловіча","Закордон",1,NA,"Requiem for a Fallen Tree","Lubomyr_Melnyk_Requiem_for_a_Fallen_Tree.mp3","https://toloka.to/photos/181124075905385484_f0_0.jpg",20334,"https://www.facebook.com/melnyk.lubomyr/","https://soundcloud.com/erasedtapes/lubomyr-melnyk-son-of-parasol","yes","long list"
"Псючий Син","ТОРБА","sing55","*","18.09.2019","sep","rap","hip hop & rap","мікс","eng","","*","*","","","","*","","Калуш","чоловіча","Захід",1,NA,"","","https://f4.bcbits.com/img/a4210461279_16.jpg",20342,"https://www.facebook.com/%D0%9F%D1%81%D1%8E%D1%87%D0%B8%D0%B9-%D0%A1%D0%B8%D0%BD-577424929319147","https://soundcloud.com/doggyson235/sets/2018-prod-by-angelo-porter","","long list"
"Руки'в Брюки","Jumpin' & Humpin'","sing56","","27.12.2019","dec","Rock-n-roll","r&b and soul","англійська","","","","*","*","*","*","","*","Київ","чоловіча","Київ",1,NA,"Back on the Road Again","RvB_Back_on_the_Road_Again.mp3","https://f4.bcbits.com/img/a1274563867_16.jpg",20365,"https://www.facebook.com/rukivbryuki.rvb/?__tn__=K-R&eid=ARAFechcO1tfhUmivdIXlWOCSwLDsPloBpRJGPOED8PfI4PYf7kuFoD0rpZc-RUlWjvY1QPscbB5TVzJ&fref=mentions&__xts__%5b0%5d=68.ARB7T33jP-AvEVpsCN21hixV60nX7XhkqnpJUoqVpeYT3uTpnc5l-aCNHUJ_DbhcEn_KQwXFHftpNCdtbcdX7ZZgXxeCQ_xLn3fS6YD9M84_bLFwPnnLScZcyBtv37SyhnkswkmNCZ3DXV_PiZFIwYvTkLKJo0fs4vj45slK4TJAG3jyB4idQBpMzfsKFY7stpl9rg","https://rukivbryuki.bandcamp.com/album/jumpin-humpin?fbclid=IwAR3X1ykZp9d7yECsifAtKk2-VyhQ2zu3xcN9VzXPodp6QsFHPgsMQqIuQlU","yes","long list"
"СОЮЗ","Это все совсем не то","sing57","*","19.06.2019","jun","avant-pop / krautpop / fake jazz trio / indie","indie","російська","","*","*","","*","*","*","*","*","Київ, Minsk","чоловіча","Київ",1,NA,"Офисная","СОЮЗ_Офисная.mp3","https://static.qobuz.com/images/covers/db/uc/uir3j4910ucdb_600.jpg",20387,"https://www.facebook.com/gruppasoyuz/","https://soundcloud.com/masterskayalab/sets/soyuz-eto-vse-sovsem-ne-to","yes","long list"
